NO,DATE,PRICE (PHP per kg),MANUFACTURING PARTNER,COCONUT VARIETY,CLIMATE SEASON,HARVEST SEASON,QUANTITY SOLD
322,2/23/2017,PHP 46.56,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,,24.3
323,2/23/2017,PHP 46.56,CARGILL,PCA 15-1 (CATD x LAGT),DRY,,26.1
324,2/23/2017,PHP 48.44,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,,26.0
325,2/24/2017,PHP 46.56,RGS,PCA 15-1 (CATD x LAGT),DRY,,27.0
326,2/24/2017,PHP 46.56,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,,25.5
327,2/24/2017,PHP 46.56,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,,27.9
328,2/24/2017,PHP 46.56,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,,26.4
329,2/24/2017,PHP 46.56,CARGILL,PCA 15-1 (CATD x LAGT),DRY,,24.1
330,2/24/2017,PHP 48.44,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,,25.9
331,2/25/2017,,RGS,,DRY,,
332,2/25/2017,,LASWERTE,,DRY,,
333,2/25/2017,,BANGAYAN,,DRY,,
334,2/25/2017,,ASIACOM,,DRY,,
335,2/25/2017,,CARGILL,,DRY,,
336,2/25/2017,,PHIDCO,,DRY,,
337,2/26/2017,,RGS,,DRY,,
338,2/26/2017,,LASWERTE,,DRY,,
339,2/26/2017,,BANGAYAN,,DRY,,
340,2/26/2017,,ASIACOM,,DRY,,
341,2/26/2017,,CARGILL,,DRY,,
342,2/26/2017,,PHIDCO,,DRY,,
343,2/27/2017,PHP 46.56,RGS,PCA 15-1 (CATD x LAGT),DRY,,24.7
344,2/27/2017,PHP 46.56,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,,27.0
345,2/27/2017,PHP 46.56,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,,25.6
346,2/27/2017,PHP 46.56,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,,26.9
347,2/27/2017,PHP 46.56,CARGILL,PCA 15-1 (CATD x LAGT),DRY,,25.1
348,2/27/2017,PHP 48.44,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,,27.0
349,2/28/2017,PHP 46.56,RGS,PCA 15-1 (CATD x LAGT),DRY,,25.1
350,2/28/2017,PHP 46.56,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,,24.8
351,2/28/2017,PHP 46.56,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,,26.5
352,2/28/2017,PHP 46.56,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,,26.9
353,2/28/2017,PHP 46.56,CARGILL,PCA 15-1 (CATD x LAGT),DRY,,24.3
354,2/28/2017,PHP 48.44,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,,29.4
355,3/1/2017,PHP 40.27,RGS,PCA 15-1 (CATD x LAGT),DRY,,27.0
356,3/1/2017,PHP 40.27,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,,26.7
357,3/1/2017,PHP 40.27,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,,27.5
358,3/1/2017,PHP 40.27,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,,28.0
359,3/1/2017,PHP 40.27,CARGILL,PCA 15-1 (CATD x LAGT),DRY,,32.5
360,3/1/2017,PHP 42.13,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,,27.6
361,3/2/2017,PHP 40.27,RGS,PCA 15-1 (CATD x LAGT),DRY,,33.5
362,3/2/2017,PHP 40.27,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,,38.9
363,3/2/2017,PHP 40.27,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,,33.5
364,3/2/2017,PHP 40.27,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,,31.7
365,3/2/2017,PHP 40.27,CARGILL,PCA 15-1 (CATD x LAGT),DRY,,26.3
366,3/2/2017,PHP 42.13,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,,33.5
367,3/3/2017,PHP 40.27,RGS,PCA 15-1 (CATD x LAGT),DRY,,36.2
368,3/3/2017,PHP 40.27,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,,33.3
369,3/3/2017,PHP 40.27,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,,33.9
370,3/3/2017,PHP 40.27,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,,25.6
371,3/3/2017,PHP 40.27,CARGILL,PCA 15-1 (CATD x LAGT),DRY,,36.7
372,3/3/2017,PHP 42.13,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,,33.5
373,3/4/2017,,RGS,,DRY,,
374,3/4/2017,,LASWERTE,,DRY,,
375,3/4/2017,,BANGAYAN,,DRY,,
376,3/4/2017,,ASIACOM,,DRY,,
377,3/4/2017,,CARGILL,,DRY,,
378,3/4/2017,,PHIDCO,,DRY,,
379,3/5/2017,,RGS,,DRY,,
380,3/5/2017,,LASWERTE,,DRY,,
381,3/5/2017,,BANGAYAN,,DRY,,
382,3/5/2017,,ASIACOM,,DRY,,
383,3/5/2017,,CARGILL,,DRY,,
384,3/5/2017,,PHIDCO,,DRY,,
385,3/6/2017,PHP 40.27,RGS,PCA 15-1 (CATD x LAGT),DRY,,26.4
386,3/6/2017,PHP 40.27,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,,33.5
387,3/6/2017,PHP 40.27,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,,32.2
388,3/6/2017,PHP 40.27,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,,32.2
389,3/6/2017,PHP 40.27,CARGILL,PCA 15-1 (CATD x LAGT),DRY,,28.0
390,3/6/2017,PHP 42.13,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,,35.9
391,3/7/2017,PHP 40.27,RGS,PCA 15-1 (CATD x LAGT),DRY,,31.0
392,3/7/2017,PHP 40.27,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,,30.0
393,3/7/2017,PHP 40.27,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,,31.9
394,3/7/2017,PHP 40.27,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,,36.2
395,3/7/2017,PHP 40.27,CARGILL,PCA 15-1 (CATD x LAGT),DRY,,35.5
396,3/7/2017,PHP 42.13,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,,30.6
397,3/8/2017,PHP 40.27,RGS,PCA 15-1 (CATD x LAGT),DRY,,30.2
398,3/8/2017,PHP 40.27,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,,29.7
399,3/8/2017,PHP 40.27,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,,26.4
400,3/8/2017,PHP 40.27,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,,26.6
401,3/8/2017,PHP 40.27,CARGILL,PCA 15-1 (CATD x LAGT),DRY,,25.5
402,3/8/2017,PHP 42.13,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,,35.7
403,3/9/2017,PHP 40.27,RGS,PCA 15-1 (CATD x LAGT),DRY,,32.8
404,3/9/2017,PHP 40.27,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,,29.3
405,3/9/2017,PHP 40.27,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,,30.3
406,3/9/2017,PHP 40.27,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,,34.2
407,3/9/2017,PHP 40.27,CARGILL,PCA 15-1 (CATD x LAGT),DRY,,27.2
408,3/9/2017,PHP 42.13,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,,35.1
409,3/10/2017,PHP 40.27,RGS,PCA 15-1 (CATD x LAGT),DRY,,37.5
410,3/10/2017,PHP 40.27,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,,31.9
411,3/10/2017,PHP 40.27,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,,28.5
412,3/10/2017,PHP 40.27,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,,29.3
413,3/10/2017,PHP 40.27,CARGILL,PCA 15-1 (CATD x LAGT),DRY,,34.7
414,3/10/2017,PHP 42.13,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,,38.4
415,3/11/2017,,RGS,,DRY,,
416,3/11/2017,,LASWERTE,,DRY,,
417,3/11/2017,,BANGAYAN,,DRY,,
418,3/11/2017,,ASIACOM,,DRY,,
419,3/11/2017,,CARGILL,,DRY,,
420,3/11/2017,,PHIDCO,,DRY,,
421,3/12/2017,,RGS,,DRY,,
422,3/12/2017,,LASWERTE,,DRY,,
423,3/12/2017,,BANGAYAN,,DRY,,
424,3/12/2017,,ASIACOM,,DRY,,
425,3/12/2017,,CARGILL,,DRY,,
426,3/12/2017,,PHIDCO,,DRY,,
427,3/13/2017,PHP 40.27,RGS,PCA 15-1 (CATD x LAGT),DRY,,37.0
428,3/13/2017,PHP 40.27,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,,38.8
429,3/13/2017,PHP 40.27,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,,30.0
430,3/13/2017,PHP 40.27,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,,32.0
431,3/13/2017,PHP 40.27,CARGILL,PCA 15-1 (CATD x LAGT),DRY,,30.2
432,3/13/2017,PHP 42.13,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,,26.9
433,3/14/2017,PHP 40.27,RGS,PCA 15-1 (CATD x LAGT),DRY,,33.4
434,3/14/2017,PHP 40.27,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,,33.5
435,3/14/2017,PHP 40.27,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,,29.9
436,3/14/2017,PHP 40.27,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,,30.4
437,3/14/2017,PHP 40.27,CARGILL,PCA 15-1 (CATD x LAGT),DRY,,27.6
438,3/14/2017,PHP 42.13,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,,29.0
439,3/15/2017,PHP 40.27,RGS,PCA 15-1 (CATD x LAGT),DRY,,28.8
440,3/15/2017,PHP 40.27,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,,28.7
441,3/15/2017,PHP 40.27,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,,33.3
442,3/15/2017,PHP 40.27,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,,30.5
443,3/15/2017,PHP 40.27,CARGILL,PCA 15-1 (CATD x LAGT),DRY,,29.0
444,3/15/2017,PHP 42.13,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,,31.7
445,3/16/2017,PHP 40.27,RGS,PCA 15-1 (CATD x LAGT),DRY,,26.4
446,3/16/2017,PHP 40.27,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,,34.9
447,3/16/2017,PHP 40.27,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,,37.7
448,3/16/2017,PHP 40.27,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,,35.0
449,3/16/2017,PHP 40.27,CARGILL,PCA 15-1 (CATD x LAGT),DRY,,28.3
450,3/16/2017,PHP 42.13,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,,35.8
451,3/17/2017,PHP 40.27,RGS,PCA 15-1 (CATD x LAGT),DRY,,35.5
452,3/17/2017,PHP 40.27,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,,31.2
453,3/17/2017,PHP 40.27,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,,27.0
454,3/17/2017,PHP 40.27,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,,37.1
455,3/17/2017,PHP 40.27,CARGILL,PCA 15-1 (CATD x LAGT),DRY,,36.9
456,3/17/2017,PHP 42.13,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,,27.1
457,3/18/2017,,RGS,,DRY,,
458,3/18/2017,,LASWERTE,,DRY,,
459,3/18/2017,,BANGAYAN,,DRY,,
460,3/18/2017,,ASIACOM,,DRY,,
461,3/18/2017,,CARGILL,,DRY,,
462,3/18/2017,,PHIDCO,,DRY,,
463,3/19/2017,,RGS,,DRY,,
464,3/19/2017,,LASWERTE,,DRY,,
465,3/19/2017,,BANGAYAN,,DRY,,
466,3/19/2017,,ASIACOM,,DRY,,
467,3/19/2017,,CARGILL,,DRY,,
468,3/19/2017,,PHIDCO,,DRY,,
469,3/20/2017,PHP 40.27,RGS,PCA 15-1 (CATD x LAGT),DRY,,34.8
470,3/20/2017,PHP 40.27,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,,37.2
471,3/20/2017,PHP 40.27,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,,31.3
472,3/20/2017,PHP 40.27,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,,36.7
473,3/20/2017,PHP 40.27,CARGILL,PCA 15-1 (CATD x LAGT),DRY,,35.7
474,3/20/2017,PHP 42.13,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,,32.9
475,3/21/2017,PHP 40.27,RGS,PCA 15-1 (CATD x LAGT),DRY,,34.7
476,3/21/2017,PHP 40.27,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,,31.5
477,3/21/2017,PHP 40.27,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,,33.1
478,3/21/2017,PHP 40.27,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,,26.7
479,3/21/2017,PHP 40.27,CARGILL,PCA 15-1 (CATD x LAGT),DRY,,37.9
480,3/21/2017,PHP 42.13,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,,38.3
481,3/22/2017,PHP 40.27,RGS,PCA 15-1 (CATD x LAGT),DRY,,31.5
482,3/22/2017,PHP 40.27,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,,39.1
483,3/22/2017,PHP 40.27,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,,29.6
484,3/22/2017,PHP 40.27,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,,29.7
485,3/22/2017,PHP 40.27,CARGILL,PCA 15-1 (CATD x LAGT),DRY,,37.1
486,3/22/2017,PHP 42.13,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,,31.8
487,3/23/2017,PHP 40.27,RGS,PCA 15-1 (CATD x LAGT),DRY,,28.7
488,3/23/2017,PHP 40.27,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,,31.2
489,3/23/2017,PHP 40.27,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,,36.6
490,3/23/2017,PHP 40.27,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,,25.7
491,3/23/2017,PHP 40.27,CARGILL,PCA 15-1 (CATD x LAGT),DRY,,26.6
492,3/23/2017,PHP 42.13,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,,33.6
493,3/24/2017,PHP 40.27,RGS,PCA 15-1 (CATD x LAGT),DRY,,26.5
494,3/24/2017,PHP 40.27,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,,34.0
495,3/24/2017,PHP 40.27,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,,28.7
496,3/24/2017,PHP 40.27,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,,31.9
497,3/24/2017,PHP 40.27,CARGILL,PCA 15-1 (CATD x LAGT),DRY,,27.8
498,3/24/2017,PHP 42.13,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,,34.0
499,3/25/2017,,RGS,,DRY,,
500,3/25/2017,,LASWERTE,,DRY,,
501,3/25/2017,,BANGAYAN,,DRY,,
502,3/25/2017,,ASIACOM,,DRY,,
503,3/25/2017,,CARGILL,,DRY,,
504,3/25/2017,,PHIDCO,,DRY,,
505,3/26/2017,,RGS,,DRY,,
506,3/26/2017,,LASWERTE,,DRY,,
507,3/26/2017,,BANGAYAN,,DRY,,
508,3/26/2017,,ASIACOM,,DRY,,
509,3/26/2017,,CARGILL,,DRY,,
510,3/26/2017,,PHIDCO,,DRY,,
511,3/27/2017,PHP 40.27,RGS,PCA 15-1 (CATD x LAGT),DRY,,30.1
512,3/27/2017,PHP 40.27,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,,37.9
513,3/27/2017,PHP 40.27,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,,38.5
514,3/27/2017,PHP 40.27,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,,35.9
515,3/27/2017,PHP 40.27,CARGILL,PCA 15-1 (CATD x LAGT),DRY,,29.8
516,3/27/2017,PHP 42.13,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,,29.7
517,3/28/2017,PHP 40.27,RGS,PCA 15-1 (CATD x LAGT),DRY,,28.0
518,3/28/2017,PHP 40.27,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,,31.8
519,3/28/2017,PHP 40.27,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,,30.7
520,3/28/2017,PHP 40.27,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,,32.6
521,3/28/2017,PHP 40.27,CARGILL,PCA 15-1 (CATD x LAGT),DRY,,36.4
522,3/28/2017,PHP 42.13,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,,37.9
523,3/29/2017,PHP 40.27,RGS,PCA 15-1 (CATD x LAGT),DRY,,26.7
524,3/29/2017,PHP 40.27,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,,38.4
525,3/29/2017,PHP 40.27,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,,30.8
526,3/29/2017,PHP 40.27,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,,33.6
527,3/29/2017,PHP 40.27,CARGILL,PCA 15-1 (CATD x LAGT),DRY,,31.6
528,3/29/2017,PHP 42.13,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,,34.4
529,3/30/2017,PHP 40.27,RGS,PCA 15-1 (CATD x LAGT),DRY,,30.9
530,3/30/2017,PHP 40.27,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,,32.8
531,3/30/2017,PHP 40.27,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,,31.1
532,3/30/2017,PHP 40.27,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,,37.6
533,3/30/2017,PHP 40.27,CARGILL,PCA 15-1 (CATD x LAGT),DRY,,36.0
534,3/30/2017,PHP 42.13,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,,37.2
535,3/31/2017,PHP 40.27,RGS,PCA 15-1 (CATD x LAGT),DRY,,31.4
536,3/31/2017,PHP 40.27,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,,30.8
537,3/31/2017,PHP 40.27,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,,30.6
538,3/31/2017,PHP 40.27,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,,39.1
539,3/31/2017,PHP 40.27,CARGILL,PCA 15-1 (CATD x LAGT),DRY,,36.0
540,3/31/2017,PHP 42.13,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,,32.8
541,4/1/2017,,RGS,,DRY,lean,
542,4/1/2017,,LASWERTE,,DRY,lean,
543,4/1/2017,,BANGAYAN,,DRY,lean,
544,4/1/2017,,ASIACOM,,DRY,lean,
545,4/1/2017,,CARGILL,,DRY,lean,
546,4/1/2017,,PHIDCO,,DRY,lean,
547,4/2/2017,,RGS,,DRY,lean,
548,4/2/2017,,LASWERTE,,DRY,lean,
549,4/2/2017,,BANGAYAN,,DRY,lean,
550,4/2/2017,,ASIACOM,,DRY,lean,
551,4/2/2017,,CARGILL,,DRY,lean,
552,4/2/2017,,PHIDCO,,DRY,lean,
553,4/3/2017,PHP 40.68,RGS,PCA 15-1 (CATD x LAGT),DRY,lean,61.2
554,4/3/2017,PHP 40.68,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,lean,54.1
555,4/3/2017,PHP 40.68,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,lean,57.7
556,4/3/2017,PHP 40.68,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,lean,52.6
557,4/3/2017,PHP 40.68,CARGILL,PCA 15-1 (CATD x LAGT),DRY,lean,52.9
558,4/3/2017,PHP 44.95,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,lean,56.8
559,4/4/2017,PHP 40.68,RGS,PCA 15-1 (CATD x LAGT),DRY,lean,54.8
560,4/4/2017,PHP 40.68,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,lean,61.4
561,4/4/2017,PHP 40.68,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,lean,54.9
562,4/4/2017,PHP 40.68,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,lean,59.5
563,4/4/2017,PHP 40.68,CARGILL,PCA 15-1 (CATD x LAGT),DRY,lean,60.3
564,4/4/2017,PHP 44.95,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,lean,58.7
565,4/5/2017,PHP 40.68,RGS,PCA 15-1 (CATD x LAGT),DRY,lean,53.1
566,4/5/2017,PHP 40.68,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,lean,52.8
567,4/5/2017,PHP 40.68,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,lean,59.7
568,4/5/2017,PHP 40.68,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,lean,52.5
569,4/5/2017,PHP 40.68,CARGILL,PCA 15-1 (CATD x LAGT),DRY,lean,54.6
570,4/5/2017,PHP 44.95,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,lean,60.9
571,4/6/2017,PHP 40.68,RGS,PCA 15-1 (CATD x LAGT),DRY,lean,60.0
572,4/6/2017,PHP 40.68,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,lean,53.9
573,4/6/2017,PHP 40.68,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,lean,58.4
574,4/6/2017,PHP 40.68,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,lean,53.9
575,4/6/2017,PHP 40.68,CARGILL,PCA 15-1 (CATD x LAGT),DRY,lean,54.8
576,4/6/2017,PHP 44.95,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,lean,53.3
577,4/7/2017,PHP 40.68,RGS,PCA 15-1 (CATD x LAGT),DRY,lean,59.8
578,4/7/2017,PHP 40.68,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,lean,61.4
579,4/7/2017,PHP 40.68,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,lean,60.5
580,4/7/2017,PHP 40.68,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,lean,60.1
581,4/7/2017,PHP 40.68,CARGILL,PCA 15-1 (CATD x LAGT),DRY,lean,60.4
582,4/7/2017,PHP 44.95,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,lean,54.8
583,4/8/2017,,RGS,,DRY,lean,
584,4/8/2017,,LASWERTE,,DRY,lean,
585,4/8/2017,,BANGAYAN,,DRY,lean,
586,4/8/2017,,ASIACOM,,DRY,lean,
587,4/8/2017,,CARGILL,,DRY,lean,
588,4/8/2017,,PHIDCO,,DRY,lean,
589,4/9/2017,,RGS,,DRY,lean,
590,4/9/2017,,LASWERTE,,DRY,lean,
591,4/9/2017,,BANGAYAN,,DRY,lean,
592,4/9/2017,,ASIACOM,,DRY,lean,
593,4/9/2017,,CARGILL,,DRY,lean,
594,4/9/2017,,PHIDCO,,DRY,lean,
595,4/10/2017,PHP 40.68,RGS,PCA 15-1 (CATD x LAGT),DRY,lean,58.0
596,4/10/2017,PHP 40.68,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,lean,59.1
597,4/10/2017,PHP 40.68,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,lean,56.1
598,4/10/2017,PHP 40.68,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,lean,60.1
599,4/10/2017,PHP 40.68,CARGILL,PCA 15-1 (CATD x LAGT),DRY,lean,61.0
600,4/10/2017,PHP 44.95,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,lean,59.4
601,4/11/2017,PHP 40.68,RGS,PCA 15-1 (CATD x LAGT),DRY,lean,57.9
602,4/11/2017,PHP 40.68,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,lean,56.7
603,4/11/2017,PHP 40.68,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,lean,55.8
604,4/11/2017,PHP 40.68,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,lean,56.0
605,4/11/2017,PHP 40.68,CARGILL,PCA 15-1 (CATD x LAGT),DRY,lean,60.5
606,4/11/2017,PHP 44.95,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,lean,59.4
607,4/12/2017,PHP 40.68,RGS,PCA 15-1 (CATD x LAGT),DRY,lean,53.3
608,4/12/2017,PHP 40.68,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,lean,53.6
609,4/12/2017,PHP 40.68,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,lean,52.7
610,4/12/2017,PHP 40.68,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,lean,57.7
611,4/12/2017,PHP 40.68,CARGILL,PCA 15-1 (CATD x LAGT),DRY,lean,61.6
612,4/12/2017,PHP 44.95,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,lean,58.9
613,4/13/2017,,RGS,,DRY,lean,
614,4/13/2017,,LASWERTE,,DRY,lean,
615,4/13/2017,,BANGAYAN,,DRY,lean,
616,4/13/2017,,ASIACOM,,DRY,lean,
617,4/13/2017,,CARGILL,,DRY,lean,
618,4/13/2017,,PHIDCO,,DRY,lean,
619,4/14/2017,,RGS,,DRY,lean,
620,4/14/2017,,LASWERTE,,DRY,lean,
621,4/14/2017,,BANGAYAN,,DRY,lean,
622,4/14/2017,,ASIACOM,,DRY,lean,
623,4/14/2017,,CARGILL,,DRY,lean,
624,4/14/2017,,PHIDCO,,DRY,lean,
625,4/15/2017,,RGS,,DRY,lean,
626,4/15/2017,,LASWERTE,,DRY,lean,
627,4/15/2017,,BANGAYAN,,DRY,lean,
628,4/15/2017,,ASIACOM,,DRY,lean,
629,4/15/2017,,CARGILL,,DRY,lean,
630,4/15/2017,,PHIDCO,,DRY,lean,
631,4/16/2017,,RGS,,DRY,lean,
632,4/16/2017,,LASWERTE,,DRY,lean,
633,4/16/2017,,BANGAYAN,,DRY,lean,
634,4/16/2017,,ASIACOM,,DRY,lean,
635,4/16/2017,,CARGILL,,DRY,lean,
636,4/16/2017,,PHIDCO,,DRY,lean,
637,4/17/2017,PHP 40.68,RGS,PCA 15-1 (CATD x LAGT),DRY,lean,53.1
638,4/17/2017,PHP 40.68,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,lean,53.9
639,4/17/2017,PHP 40.68,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,lean,54.3
640,4/17/2017,PHP 40.68,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,lean,59.4
641,4/17/2017,PHP 40.68,CARGILL,PCA 15-1 (CATD x LAGT),DRY,lean,55.0
642,4/17/2017,PHP 44.95,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,lean,60.3
643,4/18/2017,PHP 40.68,RGS,PCA 15-1 (CATD x LAGT),DRY,lean,57.7
644,4/18/2017,PHP 40.68,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,lean,53.5
645,4/18/2017,PHP 40.68,BANGAYAN,PCA 15-1 (CATD x LAGT),DRY,lean,54.5
646,4/18/2017,PHP 40.68,ASIACOM,PCA 15-1 (CATD x LAGT),DRY,lean,56.3
647,4/18/2017,PHP 40.68,CARGILL,PCA 15-1 (CATD x LAGT),DRY,lean,56.6
648,4/18/2017,PHP 44.95,PHIDCO,PCA 15-1 (CATD x LAGT),DRY,lean,59.3
649,4/19/2017,PHP 40.68,RGS,PCA 15-1 (CATD x LAGT),DRY,lean,58.9
650,4/19/2017,PHP 40.68,LASWERTE,PCA 15-1 (CATD x LAGT),DRY,lean,60.7
